project_id,plotid,interpreter,comment,is_example,is_complete,is_wetland,uncertainty
Austria,120,131,,0,1,0,0
Austria,121,131,,0,1,0,0
Austria,122,131,,0,1,0,0
Austria,123,131,StraÌÄüe durchs Pixel,0,1,0,0
Austria,124,131,,0,1,0,0
Austria,125,131,Bestand auf 1700 Meter und GroÌÄüteil des Pixels ist eine LÌÄå_cke,0,1,0,0
Austria,126,131,,0,1,0,0
Austria,127,131,,0,1,0,0
Austria,128,131,,0,1,0,0
Austria,129,131,,0,1,0,0
Austria,130,131,,0,1,0,0
Austria,131,131,,0,1,0,0
Austria,132,131,,0,1,0,0
Austria,133,131,,0,1,0,0
Austria,134,131,,0,1,0,0
Austria,135,131,,0,1,0,0
Austria,136,131,,0,1,0,0
Austria,137,131,Vermutlich Nutzung ÌÄå_ber VerjÌÄå_ngung,0,1,0,0
Austria,138,131,,0,1,0,0
Austria,139,131,,0,1,0,0
Austria,140,131,,0,1,0,0
Austria,141,131,,0,1,0,0
Austria,142,131,,0,1,0,0
Austria,143,131,,0,1,0,0
Austria,144,131,,0,1,0,0
Austria,145,131,,0,1,0,0
Austria,146,131,,0,1,0,0
Austria,147,131,,0,1,0,0
Austria,148,131,,0,1,0,0
Austria,149,131,,0,1,0,0
Austria,150,131,,0,1,0,0
Austria,151,131,,0,1,0,0
Austria,152,131,,0,1,0,0
Austria,153,131,Bestand auf 1600 Meter und Pixel liegt auf LÌÄå_cke,0,1,0,0
Austria,154,131,,0,1,0,0
Austria,155,131,,0,1,0,0
Austria,156,131,,0,1,0,0
Austria,157,131,,0,1,0,0
Austria,158,131,,0,1,0,0
Austria,159,131,"ForststraÌÄüenbau vermutlich 2004",0,1,0,0
Austria,160,131,,0,1,0,0
Austria,161,131,,0,1,0,0
Austria,162,131,,0,1,0,0
Austria,163,131,Sehr schmaler Waldstreifen (ca.80 Meter) mit teilweise Laubholz,0,1,0,0
Austria,164,131,,0,1,0,0
Austria,165,131,"Keine aktuellen Bilder vorhanden, vermutlich Nutzung ÌÄå_ber VerjÌÄå_ngung",0,1,0,0
Austria,166,131,,0,1,0,0
Austria,167,131,Teil des Pixels ist Garten eines Hauses,0,1,0,0
Austria,168,131,,0,1,0,0
Austria,169,131,"Nationalpark Hohe Tauern, groÌÄüer Teil des Pixels FreiflÌÄå_che",0,1,0,0
Austria,170,131,Pixel liegt am Rand einer KalamitÌÄå_tsflÌÄå_che,0,1,0,0
Austria,171,131,1997 Kalschlag auf kleiner TeilflÌÄå_che des Pixels,0,1,0,0
Austria,172,131,Waldrand,0,1,0,0
Austria,173,131,,0,1,0,0
Austria,174,131,Kahlschlag auf TeilflÌÄå_che,0,1,0,0
Austria,175,131,GroÌÄüteil des Pixels ist Felswand,0,1,0,0
Austria,176,131,,0,1,0,0
Austria,177,131,,0,1,0,0
Austria,178,131,,0,1,0,0
Austria,179,131,,0,1,0,0
Austria,180,131,,0,1,0,0
Austria,181,131,,0,1,0,0
Austria,182,131,,0,1,0,0
Austria,183,131,,0,1,0,0
Austria,184,131,,0,1,0,0
Austria,185,131,,0,1,0,0
Austria,186,131,,0,1,0,0
Austria,187,131,,0,1,0,0
Austria,188,131,,0,1,0,0
Austria,189,131,,0,1,0,0
Austria,190,131,,0,1,0,0
Austria,191,131,,0,1,0,0
Austria,192,131,,0,1,0,0
Austria,193,131,,0,1,0,0
Austria,194,131,Bestand sehr lÌÄå_ckig an der Waldgrenze,0,1,0,0
Austria,195,131,,0,1,0,0
Austria,196,131,,0,1,0,0
Austria,197,131,,0,1,0,0
Austria,198,131,,0,1,0,0
Austria,199,131,,0,1,0,0
Austria,200,131,,0,1,0,0
Austria,201,131,,0,1,0,0
Austria,202,131,,0,1,0,0
Austria,203,131,,0,1,0,0
Austria,204,131,,0,1,0,0
Austria,205,131,,0,1,0,0
Austria,206,131,,0,1,0,0
Austria,207,131,,0,1,0,0
Austria,208,131,,0,1,0,0
Austria,209,131,Waldrand groÌÄüer Teil des Pixels ist Wiese,0,1,0,0
Austria,210,131,,0,1,0,0
Austria,211,131,,0,1,0,0
Austria,212,131,,0,1,0,0
Austria,213,131,Latschen,0,1,0,0
Austria,214,131,,0,1,0,0
Austria,215,131,,0,1,0,0
Austria,216,131,Hecke mit Waldanschluss,0,1,0,0
Austria,217,131,,0,1,0,0
Austria,218,131,,0,1,0,0
Austria,219,131,,0,1,0,0
Austria,220,131,,0,1,0,0
Austria,221,131,,0,1,0,0
Austria,222,131,,0,1,0,0
Austria,223,131,,0,1,0,0
Austria,224,131,,0,1,0,0
Austria,225,131,,0,1,0,0
Austria,226,131,,0,1,0,0
Austria,227,131,,0,1,0,0
Austria,228,131,"Nationalpar GesÌÄå_use, Lawine??? keine Bilder vorhanden",0,1,0,0
Austria,229,131,,0,1,0,0
Austria,230,131,,0,1,0,0
Austria,231,131,,0,1,0,0
Austria,232,131,,0,1,0,0
Austria,233,131,,0,1,0,0
Austria,234,131,,0,1,0,0
Austria,235,131,,0,1,0,0
Austria,236,131,,0,1,0,0
Austria,237,131,,0,1,0,0
Austria,238,131,,0,1,0,0
Austria,239,131,,0,1,0,0
Austria,240,131,,0,1,0,0
Austria,241,131,,0,1,0,0
Austria,242,131,,0,1,0,0
Austria,243,131,,0,1,0,0
Austria,244,131,,0,1,0,0
Austria,245,131,,0,1,0,0
Austria,246,131,,0,1,0,0
Austria,247,131,HÌÄå_lfte des Pixels ist FreiflÌÄå_che,0,1,0,0
Austria,248,131,,0,1,0,0
Austria,249,131,,0,1,0,0
Austria,250,131,,0,1,0,0
Austria,251,131,,0,1,0,0
Austria,252,131,,0,1,0,0
Austria,253,131,,0,1,0,0
Austria,254,131,Vermutlich NUtzung ÌÄå_ber VerjÌÄå_ngung oder Kahlschlag auf TeilflÌÄå_che,0,1,0,0
Austria,255,131,,0,1,0,0
Austria,256,131,,0,1,0,0
Austria,257,131,,0,1,0,0
Austria,258,131,Teil des Pixels ist Bachbett,0,1,0,0
Austria,259,131,,0,1,0,0
Austria,260,131,"1993 Kahlschlag auf HÌÄå_lfte des Pixels, 2003 andere HÌÄå_lfte, BÌÄå_ume vermutlich noch nicht 5 Meter hoch (910 Meter SeehÌÄå¦he+Pflanzschock)",0,1,0,0
Austria,261,131,,0,1,0,0
Austria,262,131,Kahlschlag auf TeilflÌÄå_che,0,1,0,0
Austria,263,131,,0,1,0,0
Austria,264,131,,0,1,0,0
Austria,265,131,,0,1,0,0
Austria,266,131,,0,1,0,0
Austria,267,131,Bestand an der Waldgrenze,0,1,0,0
Austria,268,131,,0,1,0,0
Austria,269,131,,0,1,0,0
Austria,270,131,,0,1,0,0
Austria,271,131,,0,1,0,0
Austria,272,131,,0,1,0,0
Austria,273,131,,0,1,0,0
Austria,274,131,,0,1,0,0
Austria,275,131,,0,1,0,0
Austria,276,131,,0,1,0,0
Austria,277,131,,0,1,0,0
Austria,278,131,,0,1,0,0
Austria,279,131,,0,1,0,0
Austria,280,131,"Kleine FeldgehÌÄå¦lz, ca. 0.8 ha",0,1,0,0
Austria,281,131,,0,1,0,0
Austria,282,131,,0,1,0,0
Austria,283,131,,0,1,0,0
Austria,284,131,,0,1,0,0
Austria,285,131,,0,1,0,0
Austria,286,131,,0,1,0,0
Austria,287,131,,0,1,0,0
Austria,288,131,LÌÄå_rchenbestand auf 1700m,0,1,0,0
Austria,289,131,,0,1,0,0
Austria,290,131,,0,1,0,0
Austria,291,131,,0,1,0,0
Austria,292,131,,0,1,0,0
Austria,293,131,,0,1,0,0
Austria,294,131,,0,1,0,0
Austria,295,131,,0,1,0,0
Austria,296,131,,0,1,0,0
Austria,297,131,,0,1,0,0
Austria,298,131,,0,1,0,0
Austria,299,131,,0,1,0,0
Austria,300,131,,0,1,0,0
Austria,301,131,,0,1,0,0
Austria,302,131,,0,1,0,0
Austria,303,131,,0,1,0,0
Austria,304,131,,0,1,0,0
Austria,305,131,,0,1,0,0
Austria,306,131,Hecke mit Waldanschluss,0,1,0,0
Austria,307,131,,0,1,0,0
Austria,308,131,,0,1,0,0
Austria,309,131,,0,1,0,0
Austria,310,131,,0,1,0,0
Austria,311,131,,0,1,0,0
Austria,312,131,,0,1,0,0
Austria,313,131,,0,1,0,0
Austria,314,131,,0,1,0,0
Austria,315,131,,0,1,0,0
Austria,316,131,,0,1,0,0
Austria,317,131,,0,1,0,0
Austria,318,131,GroÌÄüteil des Pixels Wiese,0,1,0,0
Austria,319,131,,0,1,0,0
Austria,320,131,,0,1,0,0
Austria,321,131,,0,1,0,0
Austria,322,131,,0,1,0,0
Austria,323,131,,0,1,0,0
Austria,324,131,,0,1,0,0
Austria,325,131,LÌÄå_rchenbestand,0,1,0,0
Austria,326,131,,0,1,0,0
Austria,327,131,,0,1,0,0
Austria,328,131,,0,1,0,0
Austria,329,131,,0,1,0,0
Austria,330,131,,0,1,0,0
Austria,331,131,,0,1,0,0
Austria,332,131,Waldrand,0,1,0,0
Austria,333,131,,0,1,0,0
Austria,334,131,Waldrand ab 1993,0,1,0,0
Austria,335,131,Teil des Pixels ist Wiese,0,1,0,0
Austria,336,131,,0,1,0,0
Austria,337,131,,0,1,0,0
Austria,338,131,"KLeines FeldgehÌÄå¦lz ca. 1 Hektar, Anteil des Pixels ist Wiese",0,1,0,0
Austria,339,131,,0,1,0,0
Austria,340,131,,0,1,0,0
Austria,341,131,,0,1,0,0
Austria,342,131,,0,1,0,0
Austria,343,131,,0,1,0,0
Austria,344,131,,0,1,0,0
Austria,345,131,"Hecke mit Waldanschluss, Pixel teilweise HÌÄå_user und Wiese",0,1,0,0
Austria,346,131,,0,1,0,0
Austria,347,131,Waldrand,0,1,0,0
Austria,348,131,,0,1,0,0
Austria,349,131,,0,1,0,0
Austria,350,131,,0,1,0,0
Austria,351,131,,0,1,0,0
Austria,352,131,,0,1,0,0
Austria,353,131,,0,1,0,0
Austria,354,131,,0,1,0,0
Austria,355,131,,0,1,0,0
Austria,356,131,,0,1,0,0
Austria,357,131,,0,1,0,0
Austria,358,131,,0,1,0,0
Austria,359,131,"Laubholzbestand",0,1,0,0
Austria,360,131,,0,1,0,0
Austria,361,131,,0,1,0,0
Austria,362,131,,0,1,0,0
Austria,363,131,,0,1,0,0
Austria,364,131,,0,1,0,0
Austria,365,131,,0,1,0,0
Austria,366,131,,0,1,0,0
Austria,367,131,,0,1,0,0
Austria,368,131,,0,1,0,0
Austria,369,131,,0,1,0,0
Austria,370,131,,0,1,0,0
Austria,371,131,Laubholz,0,1,0,0
Austria,372,131,,0,1,0,0
Austria,373,131,,0,1,0,0
Austria,374,131,,0,1,0,0
Austria,375,131,,0,1,0,0
Austria,376,131,,0,1,0,0
Austria,377,131,,0,1,0,0
Austria,378,131,,0,1,0,0
Austria,379,131,"Waldrand, teil des Pixels ist StraÌÄüe und Acker",0,1,0,0
Austria,380,131,,0,1,0,0
Austria,381,131,,0,1,0,0
Austria,382,131,,0,1,0,0
Austria,383,131,,0,1,0,0
Austria,384,131,,0,1,0,0
Austria,385,131,,0,1,0,0
Austria,386,131,,0,1,0,0
Austria,387,131,,0,1,0,0
Austria,388,131,,0,1,0,0
Austria,389,131,,0,1,0,0
Austria,390,131,,0,1,0,0
Austria,391,131,,0,1,0,0
Austria,392,131,,0,1,0,0
Austria,393,131,,0,1,0,0
Austria,394,131,,0,1,0,0
Austria,395,131,ines LÌÄå_rchenbestandes auf 1900 m,0,1,0,0
Austria,396,131,,0,1,0,0
Austria,397,131,,0,1,0,0
Austria,398,131,,0,1,0,0
Austria,399,131,,0,1,0,0
Austria,400,131,,0,1,0,0
Austria,401,131,,0,1,0,0
Austria,402,131,,0,1,0,0
Austria,403,131,,0,1,0,0
Austria,404,131,,0,1,0,0
Austria,405,131,,0,1,0,0
Austria,406,131,,0,1,0,0
Austria,407,131,,0,1,0,0
Austria,408,131,,0,1,0,0
Austria,409,131,,0,1,0,0
Austria,410,131,,0,1,0,0
Austria,411,131,,0,1,0,0
Austria,412,131,,0,1,0,0
Austria,413,131,,0,1,0,0
Austria,414,131,Bewuchs???,0,1,0,0
Austria,415,131,"Waldrand, GroÌÄüteil des Pixels ist Wiese",0,1,0,0
Austria,416,131,,0,1,0,0
Austria,417,131,,0,1,0,0
Austria,418,131,,0,1,0,0
Austria,419,131,,0,1,0,0
Austria,420,131,,0,1,0,0
Austria,421,131,Eventuell Wiesenaufforstung,0,1,0,0
Austria,422,131,80 % des Pixels Wiese,0,1,0,0
Austria,423,131,,0,1,0,0
Austria,424,131,,0,1,0,0
Austria,425,131,Latschen,0,1,0,0
Austria,426,131,,0,1,0,0
Austria,427,131,,0,1,0,0
Austria,428,131,"Waldrand 30% des Pixels sind Acker",0,1,0,0
Austria,429,131,,0,1,0,0
Austria,430,131,LÌÄå_ckiger Fichtenbestand auf 1700 M,0,1,0,0
Austria,431,131,"Teil des Pixels ist ein Fluss, Grund fÌÄå_r StÌÄå¦rung 2012 nicht erkennbar",0,1,0,0
Austria,432,131,,0,1,0,0
Austria,433,131,,0,1,0,0
Austria,434,131,,0,1,0,0
Austria,435,131,,0,1,0,0
Austria,436,131,,0,1,0,0
Austria,437,131,,0,1,0,0
Austria,438,131,,0,1,0,0
Austria,439,131,,0,1,0,0
Austria,440,131,"Teil des Pixels ist Hausgarten, Waldrand",0,1,0,0
Austria,441,131,,0,1,0,0
Austria,442,131,,0,1,0,0
Austria,443,131,,0,1,0,0
Austria,444,131,,0,1,0,0
Austria,445,131,,0,1,0,0
Austria,446,131,,0,1,0,0
Austria,447,131,"LÌÄå_ckiger Bestand auf 1500 Meter, Teil des Pixels ist FreiflÌÄå_che",0,1,0,0
Austria,448,131,Laubholz,0,1,0,0
Austria,449,131,VErmutlich EinzelwÌÄå_rfe,0,1,0,0
Austria,450,131,,0,1,0,0
Austria,451,131,,0,1,0,0
Austria,452,131,,0,1,0,0
Austria,453,131,,0,1,0,0
Austria,454,131,,0,1,0,0
Austria,455,131,,0,1,0,0
Austria,456,131,Vermutlich Rodung fÌÄå_r Bauplatz,0,1,0,0
Austria,457,131,"Satellitenbilder vorhanden, keine StÌÄå¦rung 2010!",0,1,0,0
Austria,458,131,"Thinning oder EInzelwÌÄå_rfe 1995, liegendes Totholz erkennbar",0,1,0,0
Austria,459,131,,0,1,0,0
Austria,460,131,Pixel jeweils zur HÌÄå_lfte 1994 und 2003 kahlgeschlagen,0,1,0,0
Austria,461,131,,0,1,0,0
Austria,462,131,,0,1,0,0
Austria,463,131,,0,1,0,0
Austria,464,131,,0,1,0,0
Austria,465,131,,0,1,0,0
Austria,466,131,,0,1,0,0
Austria,467,131,,0,1,0,0
Austria,468,131,,0,1,0,0
Austria,469,131,lockerer Bestand auf 1700 m,0,1,0,0
Austria,470,131,,0,1,0,0
Austria,471,131,LAUBHOLZ,0,1,0,0
Austria,472,131,,0,1,0,0
Austria,473,131,,0,1,0,0
Austria,474,131,,0,1,0,0
Austria,475,131,,0,1,0,0
Austria,476,131,,0,1,0,0
Austria,477,131,"2010 StaÌÄüenbau, Pixels aber offensichtlich nur zum Teil betroffen",0,1,0,0
Austria,478,131,Laubholz,0,1,0,0
Austria,479,131,,0,1,0,0
Austria,480,131,,0,1,0,0
Austria,481,131,,0,1,0,0
Austria,482,131,Bestand auf 1900 Meter keine VerÌÄå_nderung erkennbar,0,1,0,0
Austria,483,131,,0,1,0,0
Austria,484,131,,0,1,0,0
Austria,485,131,,0,1,0,0
Austria,486,131,GroÌÄüteil des Pixels ist Wiese,0,1,0,0
Austria,487,131,,0,1,0,0
Austria,488,131,,0,1,0,0
Austria,489,131,,0,1,0,0
Austria,490,131,GroÌÄüteil des Pixels ist Acker,0,1,0,0
Austria,491,131,,0,1,0,0
Austria,492,131,,0,1,0,0
Austria,493,131,"keine Nutzung erkennbar",0,1,0,0
Austria,494,131,,0,1,0,0
Austria,495,131,,0,1,0,0
Austria,496,131,,0,1,0,0
Austria,497,131,,0,1,0,0
Austria,498,131,,0,1,0,0
Austria,499,131,,0,1,0,0
Austria,500,131,,0,1,0,0
Austria,501,131,,0,1,0,0
Austria,502,131,,0,1,0,0
Austria,503,131,,0,1,0,0
Austria,504,131,Nutzung auf Satellitenbildern erkennbar aber nicht an der Trajektorie,0,0,0,0
Austria,505,131,,0,1,0,0
Austria,506,131,,0,1,0,0
Austria,507,131,,0,1,0,0
Austria,508,131,,0,1,0,0
Austria,509,131,,0,1,0,0
Austria,510,131,,0,1,0,0
Austria,511,131,"Baumgruppe auf Alm, GroÌÄüteil des Pixels ist Wiese",0,1,0,0
Austria,512,131,,0,1,0,0
Austria,513,131,,0,1,0,0
Austria,514,131,,0,1,0,0
Austria,515,131,,0,1,0,0
Austria,516,131,,0,1,0,0
Austria,517,131,,0,1,0,0
Austria,518,131,,0,1,0,0
Austria,519,131,,0,1,0,0
Austria,520,131,,0,1,0,0
Austria,521,131,Waldrand,0,1,0,0
Austria,522,131,Latschen,0,1,0,0
Austria,523,131,,0,1,0,0
Austria,524,131,,0,1,0,0
Austria,525,131,,0,1,0,0
Austria,526,131,,0,1,0,0
Austria,527,131,,0,1,0,0
Austria,528,131,,0,1,0,0
Austria,529,131,,0,1,0,0
Austria,530,131,,0,1,0,0
Austria,531,131,,0,1,0,0
Austria,532,131,,0,1,0,0
Austria,533,131,,0,1,0,0
Austria,534,131,,0,1,0,0
Austria,535,131,Waldrand,0,1,0,0
Austria,536,131,,0,1,0,0
Austria,537,131,Durchforstung zw. 2011 und 2015 auf Satellitenbild erkennbar aber nicht in Trakjektorie,0,1,0,0
Austria,538,131,,0,1,0,0
Austria,539,131,,0,1,0,0
Austria,540,131,,0,1,0,0
Austria,541,131,Latschen,0,1,0,0
Austria,542,131,,0,1,0,0
Austria,543,131,GrÌÄå_nerlengebÌÄå_sch,0,1,0,0
Austria,544,131,,0,1,0,0
Austria,545,131,,0,1,0,0
Austria,546,131,FreiflÌÄå_che in Bestand auf 1550 Meter,0,1,0,0
Austria,547,131,,0,1,0,0
Austria,548,131,,0,1,0,0
Austria,549,131,,0,1,0,0
Austria,550,131,,0,1,0,0
Austria,551,131,,0,1,0,0
Austria,552,131,,0,1,0,0
Austria,553,131,Kahlschlag direkt neben Pixel,0,1,0,0
Austria,554,131,,0,1,0,0
Austria,555,131,,0,1,0,0
Austria,556,131,,0,1,0,0
Austria,557,131,,0,1,0,0
Austria,558,131,,0,1,0,0
Austria,559,131,,0,1,0,0
Austria,560,131,,0,1,0,0
Austria,561,131,,0,1,0,0
Austria,562,131,,0,1,0,0
Austria,563,131,,0,1,0,0
Austria,564,131,,0,1,0,0
Austria,565,131,90% des Pixels sind Acker,0,1,0,0
Austria,566,131,Waldrand,0,1,0,0
Austria,567,131,,0,1,0,0
Austria,568,131,,0,1,0,0
Austria,569,131,Schlitzhiebe,0,1,0,0
Austria,570,131,,0,1,0,0
Austria,571,131,Lawinengang,0,1,0,0
Austria,572,131,,0,1,0,0
Austria,573,131,,0,1,0,0
Austria,574,131,,0,1,0,0
Austria,575,131,,0,1,0,0
Austria,576,131,,0,1,0,0
Austria,577,131,,0,1,0,0
Austria,578,131,,0,1,0,0
Austria,579,131,,0,1,0,0
Austria,580,131,,0,1,0,0
Austria,581,131,,0,1,0,0
Austria,582,131,"1984 Kahlschlag auf TeilflÌÄå_che, 2006 Kahlschlag auf RestflÌÄå_che",0,1,0,0
Austria,583,131,Waldrand,0,1,0,0
Austria,584,131,Waldrand,0,1,0,0
Austria,585,131,,0,1,0,0
Austria,586,131,,0,1,0,0
Austria,587,131,,0,1,0,0
Austria,588,131,,0,1,0,0
Austria,589,131,,0,1,0,0
Austria,590,131,,0,1,0,0
Austria,591,131,,0,1,0,0
Austria,592,131,,0,1,0,0
Austria,593,131,,0,1,0,0
Austria,594,131,Waldrand eines FeldgehÌÄå¦lzes,0,1,0,0
Austria,595,131,"WaldgÌÄå_rtner/BorkenkÌÄå_ferbefall ab 20042003 Windwurf",0,1,0,0
Austria,596,131,,0,1,0,0
Austria,597,131,Waldrand,0,1,0,0
Austria,598,131,Laubholz,0,1,0,0
Austria,599,131,,0,1,0,0
Austria,600,131,1992 und 2014 Kahlschlag jeweils auf TeilflÌÄå_che,0,1,0,0
Austria,601,131,,0,1,0,0
Austria,602,131,,0,1,0,0
Austria,603,131,Schadursache nicht feststellbar,0,1,0,0
Austria,604,131,,0,1,0,0
Austria,605,131,Vermutlich RÌÄå_umung ÌÄå_ber VerjÌÄå_ngung,0,1,0,0
Austria,606,131,Lockerer Bestand auf 1500,0,1,0,0
Austria,607,131,,0,1,0,0
Austria,608,131,,0,1,0,0
Austria,609,131,,0,1,0,0
Austria,610,131,,0,1,0,0
Austria,611,131,,0,1,0,0
Austria,612,131,,0,1,0,0
Austria,613,131,,0,1,0,0
Austria,614,131,,0,1,0,0
Austria,615,131,,0,1,0,0
Austria,616,131,,0,1,0,0
Austria,617,131,,0,1,0,0
Austria,618,131,,0,1,0,0
Austria,619,131,,0,1,0,0
Austria,620,131,,0,1,0,0
Austria,621,131,,0,1,0,0
Austria,622,131,,0,1,0,0
Austria,623,131,,0,1,0,0
